ANYO_PROCESO;CODIGO_CARRERA;NOMBRE_CARRERA;NOMBRE_UNIVERSIDAD;AREA_CONOCIMIENTO_SIES;VACANTES_REG;NUM_SELEC_REG;COMPLETA_VACANTES_REG;PROM_OBLIGATORIAS_ULTIMO_SELEC;PROM_OBLIGATORIAS_SD;PROM_OBLIGATORIAS_MIN;PROM_OBLIGATORIAS_P10;PROM_OBLIGATORIAS_P25;PROM_OBLIGATORIAS_PROM;PROM_OBLIGATORIAS_MED;PROM_OBLIGATORIAS_P75;PROM_OBLIGATORIAS_P90;PROM_OBLIGATORIAS_MAX
2024;18077;ANALISTA QUIMICO;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;8;11;1;591.5;87.03;502;531;586.75;630.64;621;668;742;802
2024;18079;QUIMICA INDUSTRIAL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;7;10;1;573.5;75.71;504.5;544.1;589.62;640.7;656.25;698.88;709.75;734.5
2024;18080;BIOLOGIA MARINA;UNIVERSIDAD CATOLICA DEL NORTE;CIENCIAS BÁSICAS;40;72;1;472.5;79.49;439;505.2;552.12;607.38;609.25;664.5;700.2;846.5
2024;18081;INGENIERIA EN ACUICULTURA;UNIVERSIDAD CATOLICA DEL NORTE;AGROPECUARIA;10;18;1;536.5;79.41;494;517.9;541.62;595.81;583.25;634.12;662.75;827
2024;18083;DERECHO;UNIVERSIDAD CATOLICA DEL NORTE;DERECHO;105;120;1;714.5;77.74;504.5;569.9;624.38;678.51;684.5;728.62;778.95;875.5
2024;18084;INGENIERIA COMERCIAL;UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;110;140;1;544.5;87.4;465.5;532.2;577.88;642.94;640;702;757.7;887
2024;18085;PEDAGOGIA EN FILOSOFIA Y RELIGION;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;7;8;1;628;38.49;533.5;537.7;544.75;575.81;566.5;603.62;628.75;630.5
2024;18086;INGENIERIA EN PREVENCION DE RIESGOS Y MEDIOAMBIENTE;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;25;45;1;475;77.29;471.5;483;519;571.78;562;612.5;664.8;779.5
2024;18087;MEDICINA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;48;53;1;898.5;25.68;852.5;871.2;886;902.81;900;917.5;939.8;961
2024;18089;ENFERMERIA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;35;43;1;627;57.42;627;714.5;740.75;777.01;782.5;813.25;847.5;897.5
2024;18090;KINESIOLOGIA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;32;42;1;784.5;76.63;569;603.8;638.75;704.74;721.5;757.12;800.45;883
2024;18091;NUTRICION Y DIETETICA;UNIVERSIDAD CATOLICA DEL NORTE;SALUD;32;44;1;668.5;85.68;444;564.2;597.62;655.33;655.25;707.62;770.4;830
2024;18092;INGENIERIA CIVIL EN COMPUTACION E INFORMATICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;97;110;1;704.5;87.69;544.5;612.2;651.5;714.3;699.75;768.75;842.05;923
2024;18093;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;123;136;1;690.5;78.78;534.5;637.5;696.12;745.93;750.75;797.12;839.5;942.5
2024;18094;INGENIERIA EN INFORMACION Y CONTROL DE GESTION;UNIVERSIDAD CATOLICA DEL NORTE;ADMINISTRACIÓN Y COMERCIO;70;90;1;635;81.21;468;518.65;541.12;601.27;588.5;642.12;720.45;846
2024;18095;INGENIERIA EN TECNOLOGIAS DE INFORMACION;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;40;60;1;618;87.75;466;531.8;595.12;638.86;631.5;688.62;736.6;884.5
2024;18096;PEDAGOGIA EN EDUCACION DIFERENCIAL CON MENCION  EN DESARROLLO EMOCIONAL Y COGNITIVO;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;38;55;1;600;75.12;423.5;494.6;530.75;580.55;570;628;691.4;744.5
2024;18200;INGENIERÍA CIVIL EN GESTIÓN DE LA CONSTRUCCIÓN;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;8;17;1;501.5;83.26;471.5;506.3;580;625.15;631.5;700;728.4;748.5
2024;18201;PEDAGOGIA EN EDUCACION PARVULARIA CON MENCION  EN DESARROLLO EMOCIONAL Y COGNITIVO;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;28;40;1;514.5;60.02;398.5;502.5;525.88;555.7;552;583.25;645.55;673
2024;18202;PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL CON MENCIÓN EN DESARROLLO EMOCIONAL Y COGNITIVO;UNIVERSIDAD CATOLICA DEL NORTE;EDUCACIÓN;25;42;1;404;72.57;404;504.1;513.5;573.58;576.25;638.75;651.85;705.5
2024;18203;INGENIERÍA CIVIL ELECTRÓNICA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;40;50;1;490.5;97.62;481;510.75;563.5;632.55;609.75;703.25;750.95;910
2024;18204;INGENIERÍA CIVIL EN ENERGÍA;UNIVERSIDAD CATOLICA DEL NORTE;TECNOLOGÍA;40;21;0;490.5;104.34;486.5;503;539;626.9;629.5;704.5;778;816
2024;19003;PEDAGOGÍA EN HISTORIA Y CIENCIAS SOCIALES;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;50;20;0;516;99.61;416.5;507.45;544.75;604.58;602.25;663.12;710.9;817.5
2024;19005;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;50;33;0;504.5;71.23;489;519.8;549.5;598.52;579;638;698.9;757.5
2024;19010;PEDAGOGÍA EN FILOSOFÍA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;20;11;0;589.5;83.61;439;523.5;546.5;589.82;574;640;702;731
2024;19012;SOCIOLOGÍA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;75;60;0;614;85.9;458;494.45;548.25;610.14;607.75;663.5;717;875.5
2024;19015;PEDAGOGÍA EN MÚSICA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;40;31;0;602.5;52.15;511;532;549;595.02;595.5;639.5;663.5;697.5
2024;19017;INGENIERÍA CIVIL - PLAN COMÚN;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;50;21;0;516;75.04;475.5;493;556.5;593.31;586;638;690;773
2024;19018;INGENIERÍA CIVIL AMBIENTAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;35;23;0;473;108.11;470;488.5;578.5;635.87;620.5;683.25;789.6;850.5
2024;19019;INGENIERÍA CIVIL MATEMÁTICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;15;8;0;555;94.95;540;550.5;579;655.38;642.75;738.25;773.35;776.5
2024;19020;ARQUITECTURA;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;130;150;1;558.5;73.62;510;564.3;604.75;656.14;652.25;698.75;752.6;868.5
2024;19021;INGENIERÍA CIVIL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;50;38;0;494;86.86;470.5;484.35;507.25;566.57;563.75;593;654.6;923.5
2024;19022;DISEÑO;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;75;102;1;630.5;74.42;461.5;516.35;563.12;604.99;597;639.88;688.35;899.5
2024;19024;CINE;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;40;72;1;595;82.3;459.5;501.35;559;609.28;603.25;651.62;711.1;882.5
2024;19026;INGENIERÍA EN CONSTRUCCIÓN;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;50;30;0;478;60.67;467;477.55;491.75;541.88;526.5;590.75;620.55;673.5
2024;19027;GESTIÓN EN TURISMO Y CULTURA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;40;43;1;487;79.52;477.5;492.2;516.25;575.8;569.5;607.25;667.2;839.5
2024;19028;TEATRO;UNIVERSIDAD DE VALPARAISO;ARTE Y ARQUITECTURA;25;40;1;487.5;81.59;477.5;487.45;550.88;601.95;584.5;665.38;703.05;819.5
2024;19030;DERECHO;UNIVERSIDAD DE VALPARAISO;DERECHO;140;170;1;587;59.74;587;622.45;653.62;698.57;698.5;730.62;778.3;885.5
2024;19031;TRABAJO SOCIAL;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;78;93;1;552.5;73.02;450.5;489.3;524;578.83;573.5;625.5;658.6;798
2024;19036;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE VALPARAISO;SALUD;35;40;1;651.5;51.04;614;649.85;677.5;709.76;703.5;740.88;776.65;858
2024;19037;EDUCACIÓN PARVULARIA;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;35;65;1;532.5;63.79;404;460.3;514.5;553.59;566;598.5;626.4;682.5
2024;19039;MEDICINA;UNIVERSIDAD DE VALPARAISO;SALUD;50;56;1;930.5;32.61;829.5;857.75;868.88;899.41;908;929.5;935.25;961
2024;19040;MEDICINA;UNIVERSIDAD DE VALPARAISO;SALUD;74;80;1;875;24.36;875;894.35;908.5;923.74;918.75;942.5;956.5;974
2024;19041;ENFERMERÍA;UNIVERSIDAD DE VALPARAISO;SALUD;85;110;1;637.5;70.95;607.5;653.45;690.12;739.88;727.25;792.25;841.4;915
2024;19042;ENFERMERÍA;UNIVERSIDAD DE VALPARAISO;SALUD;50;70;1;697.5;68.9;552.5;598.95;623.25;681.56;677.5;719.62;774.25;866.5
2024;19043;KINESIOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;80;95;1;726;79.8;515.5;568.4;600.5;671.84;667.5;727.25;788.1;844.5
2024;19044;FONOAUDIOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;45;50;1;462;54.86;462;488.9;525.62;559.38;561.25;586.5;617.05;753.5
2024;19045;PSICOLOGÍA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;100;131;1;676;63.24;593.5;650.5;674.5;723.8;718.5;765.25;802.5;930.5
2024;19046;FONOAUDIOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;50;55;1;629;68.02;498.5;524.8;562.75;609.49;604.5;659;707.5;742
2024;19047;OBSTETRICIA Y PUERICULTURA;UNIVERSIDAD DE VALPARAISO;SALUD;75;83;1;848;48.1;687.5;728.5;748;784.22;779;818;846.7;908
2024;19048;TECNOLOGÍA MÉDICA;UNIVERSIDAD DE VALPARAISO;SALUD;50;58;1;626.5;68.18;548.5;591.45;625.38;674.79;669.25;711;763.9;849
2024;19049;TECNOLOGÍA MÉDICA;UNIVERSIDAD DE VALPARAISO;SALUD;70;78;1;700;65.95;633.5;665.2;698.12;750.52;752.25;799;837.8;887.5
2024;19050;ODONTOLOGÍA;UNIVERSIDAD DE VALPARAISO;SALUD;72;92;1;677.5;68.29;620.5;664.45;697.75;754.23;758.5;797.12;842.1;911.5
2024;19052;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;110;150;1;594;71.49;458;529.25;580.75;627.6;631;678.88;719;782.5
2024;19060;INGENIERÍA COMERCIAL;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;150;210;1;620.5;69.94;458;513;546.62;597.55;588.25;643;686.6;840.5
2024;19062;AUDITORÍA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;70;70;1;511.5;67.79;459.5;491.7;515.25;574.38;572.5;630.12;656.85;735
2024;19068;ADMINISTRACIÓN PÚBLICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS SOCIALES;75;95;1;563.5;79.62;461.5;512.7;564.25;625.23;629;686.25;719.8;824
2024;19074;INGENIERÍA AMBIENTAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;45;25;0;516;81.4;471.5;513.3;543.5;604.6;608;634;705.8;802.5
2024;19075;LICENCIATURA EN CIENCIAS MENCION EN BIOLOGÍA O EN QUIMICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;30;36;1;574;91.35;464;494;558.88;616.47;605.5;682;744.5;806
2024;19076;INGENIERÍA CIVIL BIOMÉDICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;70;83;1;482;103.72;482;523.9;581.75;670.55;671;763.75;798.9;856
2024;19078;LICENCIATURA EN FÍSICA MENCION ASTRONOMÍA O CIENCIAS ATMOSFÉRICAS O COMPUTACIÓN CIENTÍFICA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;45;38;0;506;93.33;486.5;522.6;583.12;654.17;665.75;715.38;752;838.5
2024;19079;PEDAGOGÍA EN MATEMÁTICAS O LICENCIATURA EN MATEMÁTICAS;UNIVERSIDAD DE VALPARAISO;EDUCACIÓN;30;5;0;771.5;120.58;552.5;563.5;580;666.6;609.5;771.5;800.3;819.5
2024;19080;BIOLOGÍA MARINA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;55;67;1;652.5;73.21;507.5;596.8;630.75;682.37;672.5;731.75;782.2;870
2024;19081;INGENIERÍA CIVIL OCEÁNICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;23;2;0;490;173.95;490;514.6;551.5;613;613;674.5;711.4;736
2024;19083;INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;40;56;1;493;89.94;458.5;490.5;553.88;612.79;611.25;664.25;719.25;882.5
2024;19084;INGENIERÍA EN ESTADÍSTICA Y CIENCIA DE DATOS;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;30;12;0;504.5;121.25;504.5;517.25;557.38;646.12;602.75;716.12;802.45;882
2024;19085;INGENIERÍA CIVIL INFORMÁTICA;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;75;110;1;605;74.27;498;558.3;592.88;642.4;639;679;730.15;949.5
2024;19086;ADMINISTRACIÓN HOTELERA Y GASTRONÓMICA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;60;107;1;497;77.36;459.5;484.8;511.5;573.44;564;611;663;863.5
2024;19088;INGENIERÍA EN NEGOCIOS INTERNACIONALES;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;80;130;1;530.5;82.58;468;530.95;574.75;624.22;607.5;665.88;721.75;956
2024;19089;INGENIERÍA EN NEGOCIOS INTERNACIONALES;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;30;50;1;513.5;83.84;481;530.4;581.38;635.46;636.25;690;750.95;823
2024;19090;QUÍMICA Y FARMACIA;UNIVERSIDAD DE VALPARAISO;SALUD;70;100;1;674.5;68.96;645;683.9;724.25;782.3;785;826.75;866.25;937.5
2024;19091;NUTRICIÓN Y DIETÉTICA;UNIVERSIDAD DE VALPARAISO;SALUD;70;100;1;528.5;64.35;485.5;529.4;566.5;613.85;611.5;653.88;692.95;816
2024;19092;ECOLOGÍA;UNIVERSIDAD DE VALPARAISO;CIENCIAS BÁSICAS;30;29;0;608;97.48;479.5;510.8;577.5;638.93;629.5;693;744.4;877
2024;19093;AUDITORÍA;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;30;27;0;579;83.96;462.5;487.3;518.5;587.04;581.5;644.75;689.9;769
2024;19094;INGENIERÍA CIVIL INDUSTRIAL;UNIVERSIDAD DE VALPARAISO;TECNOLOGÍA;70;69;0;502.5;105.58;468;500.2;538.5;630.78;628.5;700;756.7;894
2024;19095;INGENIERÍA COMERCIAL;UNIVERSIDAD DE VALPARAISO;ADMINISTRACIÓN Y COMERCIO;60;65;1;524.5;83.06;477.5;505.7;531;603.45;598;668;734.7;774.5
2024;20007;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN ARTES VISUALES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;45;50;1;543;85.75;514.5;542.7;562;633.6;623.25;683.75;713.7;891
2024;20011;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN MUSICA;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;40;45;1;538.5;102.67;398;533.4;587;662.52;656;742;790.8;877
2024;20012;LICENCIATURA EN MUSICA Y DIRECCION DE AGRUPACIONES MUSICALES INSTRUMENTALES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;ARTE Y ARQUITECTURA;40;16;0;521;97.34;432.5;475;517.88;591.47;593.25;660.38;713;735.5
2024;20022;LICENCIATURA  EN EDUCACION  EN BIOLOGIA Y PEDAGOGIA  EN BIOLOGIA  CON MENCIONES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;50;20;0;617;105.08;394;505.65;556.12;594.55;581;614.38;668.45;899.5
2024;20023;LIC EN EDUCACION  EN FISICA Y PEDAGOGIA  EN FISICA ,  CON MENCIONES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;30;7;0;505.5;136.34;505.5;587.4;655.5;717.29;669;811;859.2;913.5
2024;20024;LIC  EN  ED  MATEMATICA Y PED  EN MAT C/MENCION  ESTADISTICA EDUCACIONAL  O  INFORMATICA EDUCATIVA;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;90;37;0;517;123.96;463.5;533.9;624;706.51;718;801.5;859.6;907.5
2024;20025;LICENCIATURA   EN EDUCACION  EN QUIMICA Y PEDAGOGIA  EN QUIMICA  CON MENCIONES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;50;8;0;564;94.04;559;561.8;563.75;662.5;663.5;741.12;778.4;780.5
2024;20050;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION BASICA CON MENCIONES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;100;102;1;506.5;79.88;395.5;509.85;544.62;600.22;591.25;639.5;691.9;847
2024;20052;LIC  EN EDUCACIÓN  PED EN ED ESPECIAL C/ESP EN  COMUNIC Y LENG O ED  PERSONAS SORDAS  O APRENDIZAJE;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;60;34;0;531.5;90.91;503;519.15;536.88;600.63;581;614.62;708.2;922
2024;20054;LIC.  EN  EDUC.  Y PEDAGOGIA EN ED ESPECIAL C/ ESPECIALIDAD  EN PERSONAS  CIEGAS Y RETOS MULTIPLES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;30;17;0;570;70.74;449.5;500.8;555;580.82;565.5;634;680.9;711
2024;20056;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION (DAMAS);UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;30;35;1;594.5;94.77;454;512.5;563.5;616.26;605.5;634;731.7;898
2024;20057;LICENCIATURA  EN EDUC Y PED  EN EDUC ESPECIAL C/ESP  EN DISCAPACIDAD MENTAL Y DESARROLLO  COGNITIVO;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;30;37;1;713;72.49;495.5;559.5;587;640.7;620.5;695;743.9;786.5
2024;20061;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION FISICA, DEPORTES Y RECREACION (VARONES);UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;60;66;1;574.5;85.23;378;555.75;588.62;637.28;630.5;682.38;742.75;838.5
2024;20066;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN EDUCACION PARVULARIA CON MENCION EN INTEGRACION CURRICULAR;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;60;66;1;591;87.81;383;482;527.62;574.8;559.75;626.12;686.25;779.5
2024;20071;LICENCIATURA EN EDUCACION Y PEDAGOGIA EN FILOSOFIA;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;50;18;0;509;74.28;490;511.8;529.62;591.36;563.25;649.75;675.45;738
2024;20076;LICENCIATURA EN EDUCACION CON MENCION EN HISTORIA O GEOGRAFIA Y PEDAGOGIA EN HISTORIA Y GEOGRAFIA;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;65;72;1;619.5;73.49;502.5;550.55;606.38;648.29;642.25;692.38;734.55;835.5
2024;20081;LICENCIATURA EN EDUCACION CON MENCION EN ALEMAN Y PEDAGOGIA EN ALEMAN;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;20;12;0;553;49.68;503.5;537.25;570.62;597.96;608;638;654.95;660
2024;20086;LICENCIATURA EN EDUCACION CON MENCION EN CASTELLANO Y PEDAGOGIA EN CASTELLANO;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;90;88;0;534.5;85.5;458.5;544.5;587.38;640.74;628.25;690.38;746.35;929.5
2024;20091;LICENCIATURA EN EDUCACION CON MENCION EN FRANCES Y PEDAGOGIA EN FRANCES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;20;8;0;556.5;140.86;428.5;489.4;546.25;629.25;616.25;690.5;788.6;881
2024;20096;LICENCIATURA EN EDUCACION CON MENCION EN INGLES Y PEDAGOGIA EN INGLES;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;EDUCACIÓN;60;67;1;692;71.26;484.5;588.2;620.5;656.89;643;705.25;726.3;888
2024;20098;KINESIOLOGIA;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;SALUD;45;50;1;560;68.67;469.5;557.85;579.88;632.75;627.25;670.75;736.95;776.5
2024;21002;BIBLIOTECOLOGIA Y DOCUMENTACION;UNIVERSIDAD TECNOLOGICA METROPOLITANA;HUMANIDADES;30;23;0;487.5;104.74;465.5;495.6;564.75;641.76;635;722.5;773.6;820
2024;21012;CONTADOR PUBLICO Y AUDITOR;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ADMINISTRACIÓN Y COMERCIO;60;52;0;484;81.89;475.5;489.65;550.5;601.78;592.25;651.38;723.6;794.5
2024;21023;DISEÑO INDUSTRIAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;40;60;1;491;61.86;414;481.8;500.5;555.61;549;592.62;630.35;719.5
2024;21024;DISEÑO EN COMUNICACION VISUAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ARTE Y ARQUITECTURA;70;58;0;460.5;69.84;460.5;487.95;520.5;567.63;552;615.38;650.4;823
2024;21030;INGENIERIA EN INFORMATICA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;100;130;1;618.5;83.59;480.5;539.1;595.12;647.51;641.25;697.25;759.7;887
2024;21031;INGENIERIA EN GEOMENSURA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;CIENCIAS BÁSICAS;30;13;0;544.5;84.08;534.5;543.7;556;618.96;598;664.5;753.8;779.5
2024;21032;INGENIERIA EN CONSTRUCCION;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;40;27;0;464;79.43;464;481.1;498.75;567.43;563;596.25;692.2;745.5
2024;21033;DERECHO;UNIVERSIDAD TECNOLOGICA METROPOLITANA;DERECHO;90;53;0;467;76.08;461.5;525.6;552.5;603.42;588;652.5;706.3;802
2024;21041;INGENIERIA CIVIL EN COMPUTACION MENCION INFORMATICA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;150;180;1;489;88.38;471;554.3;589.12;652.59;644.25;710.25;774.7;902.5
2024;21043;TRABAJO SOCIAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;CIENCIAS SOCIALES;70;33;0;536;62.86;459.5;474.8;488.5;545.59;536;580;619.5;703
2024;21045;INGENIERIA INDUSTRIAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;30;15;0;516.5;93.06;516.5;529.1;561.25;649.53;665;718.5;766.2;779
2024;21046;BACHILLERATO EN CIENCIAS DE LA INGENIERIA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;30;10;0;535.5;62.09;535.5;535.95;550.25;603.25;599.5;632.5;685.5;708
2024;21047;ARQUITECTURA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ARTE Y ARQUITECTURA;100;120;1;536;78.52;459;506.95;551.75;606.2;600.5;665.62;717.75;816
2024;21048;INGENIERIA COMERCIAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ADMINISTRACIÓN Y COMERCIO;100;105;1;538.5;73.39;464;487.4;520;576.09;562;624;686.1;750
2024;21049;INGENIERIA CIVIL EN CIENCIA DE DATOS;UNIVERSIDAD TECNOLOGICA METROPOLITANA;CIENCIAS BÁSICAS;30;21;0;489;101.92;489;561.5;618;687.79;692;748;802.5;877.5
2024;21053;PSICOLOGÍA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;CIENCIAS SOCIALES;90;100;1;660;67.1;517.5;570.9;595.62;644.58;634.25;684.12;731.85;879.5
2024;21054;INGENIERIA EN ALIMENTOS;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;30;7;0;487;56.32;487;519.4;549.25;581.21;601;616.25;638.7;649.5
2024;21071;DIBUJANTE PROYECTISTA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;30;13;0;460;92.61;460;489.9;519;592.92;586.5;665.5;711.4;755
2024;21073;INGENIERIA EN BIOTECNOLOGIA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;60;50;0;498;99.83;466;491.75;538.88;627.06;629.75;708.5;743.15;802
2024;21074;INGENIERIA CIVIL EN OBRAS CIVILES;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;60;28;0;517;77.78;481;515.8;580.62;621.12;625.5;662.88;720.85;780.5
2024;21075;INGENIERIA CIVIL ELECTRONICA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;30;45;1;504.5;82.39;494.5;528.6;576;637;631.5;683.5;733.6;849
2024;21076;INGENIERIA CIVIL INDUSTRIAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;100;100;1;472.5;91.43;465.5;501.1;571;633.42;632;701.5;741.55;887.5
2024;21080;INGENIERIA EN QUIMICA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;35;13;0;477;125.1;471;481;543.5;628;595.5;712.5;765.4;889
2024;21081;INGENIERIA EN COMERCIO INTERNACIONAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ADMINISTRACIÓN Y COMERCIO;80;100;1;486;75.51;460;505.45;546.88;597.84;597;634.5;707.3;809.5
2024;21082;INGENIERIA EN GESTION TURISTICA;UNIVERSIDAD TECNOLOGICA METROPOLITANA;ADMINISTRACIÓN Y COMERCIO;30;30;1;501.5;65.16;466;477;496.88;549.95;538.75;599;615;761.5
2024;21083;QUIMICA INDUSTRIAL;UNIVERSIDAD TECNOLOGICA METROPOLITANA;TECNOLOGÍA;30;21;0;556;63.35;481;513;556;592.76;591;639.5;669.5;714.5
