"ID_aux";"CODIGO_UNIV";"CODIGO";"VIA";"PREFERENCIA";"PTJE_POND";"TIPO_MATRICULA"
"id_9831598573161";50;50928;1;2;694,9;1
"id_9834598573431";12;12071;1;1;812,5;1
"id_9832598573284";13;13058;1;1;799,05;1
"id_9832598573296";17;17831;1;2;508,9;1
"id_9832598573278";43;43017;1;2;596,35;1
"id_9833598573386";17;17088;1;3;760,5;1
"id_9833598573349";35;35082;1;2;818,6;1
"id_9830598573043";56;56324;1;1;707,65;1
"id_9836598573675";16;16102;1;3;745,85;1
"id_9808598570838";12;12039;1;1;906,7;1
"id_9808598570830";15;15340;1;2;795,2;1
"id_9808598570807";13;13054;1;1;679,65;1
"id_9809598570946";52;52090;1;2;531,05;1
"id_9805598570581";53;53102;1;9;604,35;1
"id_9805598570594";39;39125;1;2;591,75;1
"id_9805598570502";36;36078;1;2;826,8;1
"id_9804598570454";17;17074;1;1;630;9
"id_9804598570471";55;55041;1;2;735,05;1
"id_9802598570204";55;55012;1;2;640,9;1
"id_9800598570006";47;47301;1;1;764,1;1
"id_9806598570683";39;39421;1;2;554,6;1
"id_9869598576908";29;29071;1;1;792,1;1
"id_9867598576787";50;50124;1;6;723,5;1
"id_9867598576704";19;19080;1;2;673,3;1
"id_9867598576763";41;41078;1;4;642,4;1
"id_9864598576432";56;56222;1;0;0;2
"id_9862598576210";47;47151;1;1;668,2;1
"id_9862598576227";30;30050;1;1;745,1;1
"id_9862598576235";47;47006;1;2;520,6;1
"id_9860598576055";50;50210;1;1;771,3;1
"id_9866598576639";49;49319;1;1;633,1;1
"id_9888598778884";39;39423;1;1;804,7;1
"id_9888598778836";16;16009;1;2;807,15;1
"id_9888598778803";38;38004;1;3;776,9;1
"id_9887598778779";41;41026;1;2;722,3;1
"id_9881598778112";43;43040;1;1;870,4;1
"id_9881598778110";50;50925;1;3;946,6;1
"id_9882598778253";43;43027;1;1;656,85;1
"id_9882598778212";11;11095;1;10;771,6;1
"id_9882598778223";12;12056;1;11;867,25;1
"id_9882598778263";44;44001;1;1;648,95;1
"id_9883598778312";43;43010;1;2;823,95;1
"id_9880598778082";12;12017;1;1;898,95;1
"id_9880598778019";12;12026;1;2;757,9;1
"id_9886598778690";42;42002;1;2;873,65;1
"id_9898598779855";39;39422;1;13;833,25;1
"id_9899598779969";43;43037;1;1;857,3;1
"id_9895598779586";44;44004;1;1;567,95;1
"id_9895598779558";44;44018;1;3;880,2;1
"id_9897598779746";39;39135;1;11;837;1
"id_9891598779172";11;11042;1;1;855;1
"id_9891598779139";41;41010;1;3;580,2;1
"id_9894598779477";40;40074;1;3;730,9;1
"id_9894598779415";42;42002;1;2;862;1
"id_9894598779412";15;15271;1;13;841,7;1
"id_9894598779442";38;38015;1;2;788,35;1
"id_9892598779279";11;11001;1;1;764,1;1
"id_9892598779217";11;11029;1;2;807,4;1
"id_9892598779214";12;12039;1;1;920,05;1
"id_9892598779210";44;44018;1;1;694,7;1
"id_9892598779248";41;41026;1;2;716;1
"id_9892598779245";44;44021;1;1;809,7;1
"id_9848598774820";30;30022;1;1;668,55;1
"id_9849598774990";39;39106;1;1;549,4;1
"id_9845598774583";49;49005;1;1;650,2;1
"id_9845598774514";34;34041;1;1;792,6;1
"id_9847598774704";49;49305;1;3;682;1
"id_9842598774298";45;45010;1;1;560,05;1
"id_9842598774274";20;20050;1;3;624,7;1
"id_9842598774205";38;38162;1;2;560,55;1
"id_9842598774262";38;38292;1;2;628,15;1
"id_9843598774305";34;34026;1;3;743,8;1
"id_9828598772894";11;11068;1;2;759,3;1
"id_9828598772847";49;49108;1;2;556,8;1
"id_9828598772820";54;54301;1;3;508,3;1
"id_9829598772919";49;49304;1;11;585,6;1
"id_9825598772516";34;34019;1;2;610,6;1
"id_9821598772180";39;39107;1;3;683;1
"id_9824598772469";47;47491;1;1;733,3;1
"id_9822598772266";36;36012;1;1;653,1;1
"id_9823598772347";41;41019;1;1;625,55;1
"id_9820598772002";32;32027;1;2;633,3;1
"id_9838598773813";44;44034;1;0;0;2
"id_9838598773844";11;11062;1;1;704,2;1
"id_9839598773977";46;46401;1;1;560,5;1
"id_9839598773964";44;44042;1;0;0;2
"id_9835598773582";44;44039;1;1;864,95;1
"id_9835598773595";52;52495;1;1;512,5;1
"id_9835598773592";47;47431;1;1;678,45;1
"id_9835598773543";14;14007;1;1;643,2;1
"id_9835598773520";49;49304;1;7;597,2;1
"id_9837598773795";56;56218;1;1;725,1;1
"id_9837598773741";15;15312;1;1;890,5;1
"id_9831598773189";16;16049;1;1;714,2;1
"id_9831598773127";14;14063;1;1;754,15;1
"id_9831598773133";33;33031;1;0;0;8
"id_9832598773282";25;25015;1;1;800,35;1
"id_9832598773219";24;24069;1;4;599,6;1
"id_9832598773233";55;55054;1;3;642,1;1
"id_9832598773230";50;50130;1;5;636,4;1
"id_9833598773342";11;11027;1;1;760;1
"id_9833598773331";49;49014;1;1;814,3;1
"id_9833598773305";45;45033;1;6;615,25;1
"id_9833598773307";38;38005;1;1;800,45;1
"id_9833598773362";20;20057;1;1;729,2;1
"id_9830598773083";39;39113;1;1;546,4;1
"id_9836598773679";50;50118;1;0;0;2
"id_9836598773647";13;13012;1;2;736,8;1
"id_9808598770823";54;54202;1;3;513,9;1
"id_9808598770831";19;19015;1;2;536,5;1
"id_9808598770862";35;35089;1;1;525,5;1
"id_9809598770996";49;49204;1;4;882,85;1
"id_9809598770971";16;16044;4;3;704,55;11
"id_9809598770900";50;50530;1;3;582,6;1
"id_9805598770587";41;41015;1;4;653,3;1
"id_9805598770534";55;55080;1;1;646;1
"id_9805598770533";50;50813;1;0;0;9
"id_9804598770454";51;51184;1;4;577,7;1
"id_9802598770292";17;17030;1;1;693;1
"id_9802598770228";55;55043;1;5;637,9;1
"id_9803598770393";12;12027;1;2;856,7;1
"id_9803598770359";53;53203;1;2;507;1
"id_9803598770311";34;34030;1;2;512,9;1
"id_9803598770347";52;52504;1;12;592,3;1
"id_9803598770346";19;19089;1;3;666,2;1
"id_9806598770650";32;32163;1;2;637,5;1
"id_9806598770673";18;18092;1;1;812,05;1
"id_9868598776899";16;16054;1;1;828,3;1
"id_9868598776847";11;11068;1;4;753;1
"id_9868598776823";11;11028;1;1;661,7;1
"id_9868598776839";11;11045;1;1;832,2;1
"id_9869598776959";11;11070;1;4;700,5;1
"id_9869598776956";49;49015;1;1;695,8;1
"id_9869598776909";23;23026;1;10;827,1;1
"id_9865598776593";42;42003;1;3;762,9;1
"id_9865598776596";11;11521;1;1;668,1;1
"id_9865598776512";25;25005;1;1;599,65;1
"id_9867598776756";55;55021;1;3;634,6;1
"id_9861598776181";46;46301;1;2;490,8;1
"id_9861598776125";50;50106;1;1;807,65;1
"id_9861598776121";50;50803;1;4;516,6;1
"id_9864598776486";50;50526;1;1;546,8;1
"id_9864598776447";13;13037;1;1;580,25;1
"id_9864598776469";45;45021;1;0;0;9
"id_9862598776226";36;36080;1;2;816,65;1
"id_9863598776354";46;46401;1;2;656,8;1
"id_9863598776350";54;54204;1;1;737,1;1
"id_9863598776342";13;13056;1;3;667,55;1
"id_9860598776023";37;37001;1;3;594;1
"id_9866598776679";35;35007;1;2;664,55;1
"id_9866598776607";29;29030;1;1;514,8;1
"id_9888598178831";16;16098;1;2;785,2;1
"id_9889598178987";44;44027;1;1;625,6;1
"id_9889598178906";50;50502;1;1;541,5;1
"id_9885598178576";55;55051;1;1;656,85;1
"id_9885598178506";34;34003;1;1;754,8;1
"id_9887598178732";13;13026;1;2;665,15;1
"id_9881598178178";11;11063;1;1;699,85;1
"id_9881598178134";56;56118;1;5;636,2;1
"id_9881598178160";46;46110;1;1;574,5;1
"id_9882598178285";39;39410;1;6;647,9;1
"id_9882598178277";39;39114;1;2;596,2;1
"id_9883598178327";50;50833;1;2;652,75;1
"id_9883598178337";25;25070;1;1;684,5;1
"id_9886598178692";55;55041;1;2;698,5;1
"id_9898598179858";11;11061;1;1;577,5;1
"id_9899598179927";11;11055;1;1;854,05;1
"id_9899598179901";14;14037;1;1;867,5;1
"id_9895598179587";16;16001;1;2;727,8;1
"id_9897598179797";12;12058;1;1;950,1;1
"id_9897598179767";14;14061;1;3;656,3;1
"id_9891598179182";56;56127;1;2;618,1;1
"id_9894598179462";32;32161;1;1;705;1
"id_9890598179089";17;17032;1;1;652,35;1
"id_9896598179602";12;12044;1;1;845,3;1
"id_9855598175530";20;20066;1;1;678,9;1
"id_9857598175765";49;49308;1;1;645,8;1
"id_9851598175126";50;50815;1;3;641,75;1
"id_9851598175131";13;13036;1;1;799,3;1
"id_9851598175102";58;58036;1;1;746,3;1
"id_9854598175458";39;39117;1;3;613,1;1
"id_9854598175461";41;41029;1;1;589;1
"id_9852598175284";56;56516;1;3;649,6;1
"id_9852598175299";39;39117;1;1;727,6;1
"id_9852598175295";13;13031;1;1;777,45;1
"id_9853598175385";41;41204;1;2;688,55;1
"id_9853598175394";50;50927;1;2;682,8;1
"id_9853598175351";51;51154;1;1;704,8;1
"id_9853598175318";50;50928;1;2;675,4;1
"id_9850598175076";16;16035;1;3;753,9;1
"id_9856598175625";18;18084;1;1;727,8;1
"id_9856598175622";35;35076;1;1;635,5;8
"id_9878598177866";25;25066;1;1;794,6;1
"id_9879598177935";16;16054;1;1;856,6;1
"id_9875598177520";41;41104;1;2;648,2;1
"id_9877598177751";11;11028;1;1;745,2;1
"id_9877598177709";46;46101;1;2;684,7;1
"id_9874598177456";56;56618;1;2;781,25;1
"id_9874598177419";55;55051;1;1;586,3;1
"id_9874598177442";30;30047;1;1;747,9;1
"id_9874598177463";55;55004;1;1;843,7;1
"id_9870598177057";13;13102;1;1;708,9;1
"id_9870598177005";45;45036;1;3;748,1;1
"id_9870598177067";29;29005;1;1;555,3;1
"id_9870598177062";55;55072;1;1;685;1
"id_9876598177691";49;49022;1;14;657,85;1
"id_9818598171814";24;24040;1;1;631,55;1
"id_9818598171802";38;38174;1;4;786;1
"id_9819598171993";40;40001;1;1;639,3;1
"id_9819598171923";38;38006;1;3;669,45;1
"id_9815598171553";29;29028;1;2;650,8;1
"id_9815598171506";37;37004;1;1;639,75;1
"id_9817598171771";13;13077;1;1;607,7;1
"id_9817598171711";17;17065;1;1;612,95;1
"id_9817598171731";44;44043;1;2;689,95;1
"id_9811598171154";47;47006;1;2;549,2;1
"id_9811598171152";16;16068;1;3;626,9;1
"id_9811598171142";16;16004;1;2;796,8;1
"id_9814598171479";49;49225;1;2;617,3;1
"id_9814598171467";17;17015;1;3;762,05;1
"id_9814598171464";17;17056;1;1;616,1;1
"id_9812598171298";11;11072;1;1;880,5;1
"id_9812598171247";12;12021;1;1;863,45;1
"id_9813598171326";47;47461;1;1;619,2;1
"id_9810598171075";51;51140;1;1;786,5;1
"id_9810598171064";25;25063;1;1;707,6;1
"id_9848598174843";50;50508;1;1;503,5;1
"id_9848598174835";56;56424;1;1;701,45;1
"id_9848598174864";29;29026;1;1;534,3;1
"id_9849598174994";33;33080;1;1;696,1;1
"id_9844598174489";17;17836;1;2;665,8;1
"id_9844598174498";32;32045;1;1;665,5;1
"id_9840598174026";34;34041;1;1;843,5;1
"id_9840598174002";49;49210;1;1;578,7;1
"id_9840598174061";34;34006;1;1;786,4;1
"id_9846598174606";50;50121;1;3;640,9;1
"id_9828598172874";35;35029;1;1;706,95;1
"id_9829598172971";34;34055;1;1;817,1;1
"id_9829598172936";39;39112;1;1;631,8;1
"id_9825598172594";14;14007;1;1;658,7;1
"id_9825598172576";35;35087;1;1;760,9;1
"id_9825598172546";34;34018;1;1;761,8;1
"id_9827598172795";47;47302;1;3;878,6;1
"id_9827598172718";35;35007;1;12;651,7;1
"id_9827598172707";55;55042;1;2;657,9;1
"id_9821598172126";38;38337;1;11;546,85;1
"id_9824598172474";49;49211;1;5;726,3;1
"id_9824598172438";49;49229;1;1;595,4;1
"id_9809598170999";47;47461;1;1;726,9;1
"id_9805598170536";41;41071;1;2;472,8;1
"id_9807598170788";14;14066;1;2;631,15;1
"id_9807598170775";53;53310;1;11;881,5;1
"id_9802598170201";12;12054;1;1;803,55;1
"id_9803598170382";13;13107;1;1;797,15;1
"id_9868598176892";50;50128;1;3;743,3;1
"id_9868598176816";55;55032;1;3;635,1;1
"id_9868598176805";32;32136;1;2;580,6;1
"id_9869598176974";41;41046;1;2;679,15;1
"id_9869598176937";26;26099;1;1;595,75;1
"id_9865598176553";56;56316;1;1;690,9;1
"id_9865598176563";41;41082;1;3;580;1
"id_9867598176777";14;14038;1;1;708,4;1
"id_9861598176186";26;26071;1;2;547,2;1
"id_9864598176491";26;26303;1;7;673,75;1
"id_9864598176417";19;19088;1;1;821,5;1
"id_9863598176367";17;17074;1;1;572,8;9
"id_9887598478756";49;49304;1;1;637;1
"id_9881598478139";49;49316;1;1;589,7;1
"id_9880598478003";56;56102;1;1;846,3;1
"id_9898598479864";40;40022;1;0;0;2
"id_9899598479967";40;40074;1;3;713,1;1
"id_9895598479579";41;41026;1;4;577,5;1
"id_9895598479572";38;38168;1;1;590,4;1
"id_9897598479751";21;21053;1;2;765,9;1
"id_9891598479143";45;45001;1;1;591,85;1
"id_9891598479127";41;41021;1;4;712,9;1
"id_9894598479488";38;38004;1;2;811;1
"id_9894598479473";16;16095;1;1;726,3;1
"id_9894598479421";16;16049;1;1;768,9;1
"id_9894598479406";40;40023;1;5;679,5;1
"id_9893598479313";45;45006;1;12;648,85;1
"id_9893598479324";16;16040;1;2;681,65;1
"id_9890598479072";16;16038;1;1;835,35;1
"id_9890598479028";41;41043;1;1;865,8;1
"id_9890598479037";51;51121;1;8;652,4;1
"id_9858598475854";41;41213;1;1;530,6;1
"id_9858598475800";41;41129;1;1;583,4;1
"id_9859598475927";39;39108;1;3;583,2;1
"id_9855598475558";39;39107;1;5;756,7;1
"id_9855598475540";50;50925;1;1;916,9;1
"id_9857598475748";44;44022;1;2;718,3;1
"id_9857598475721";42;42022;1;3;681,95;1
"id_9852598475226";47;47007;1;7;545,4;1
"id_9852598475232";16;16085;1;1;624,75;1
"id_9878598477885";29;29030;1;2;548,6;1
"id_9878598477859";50;50133;1;1;618,8;1
"id_9879598477985";13;13020;1;3;594,5;1
"id_9879598477924";41;41209;1;11;543,4;1
"id_9875598477580";41;41123;1;1;512,25;1
"id_9875598477594";55;55056;1;3;724,3;1
"id_9874598477420";38;38171;1;2;745,5;1
"id_9873598477377";32;32016;1;1;584;1
"id_9873598477335";18;18080;1;3;685,5;1
"id_9876598477698";51;51174;1;2;439,3;1
"id_9876598477674";36;36050;1;6;553,65;1
"id_9876598477670";55;55064;1;1;646;1
"id_9818598471887";55;55010;1;1;599,4;1
"id_9819598471912";39;39109;1;1;705,4;1
"id_9819598471903";41;41044;1;5;531,45;1
"id_9815598471584";44;44039;1;1;654,5;1
"id_9815598471508";52;52505;1;5;532,6;1
"id_9817598471789";41;41203;1;3;410;1
"id_9817598471784";41;41041;1;4;666,65;1
"id_9817598471772";50;50805;1;6;621,1;1
"id_9817598471776";46;46305;1;2;660,9;1
"id_9817598471724";16;16043;1;2;705,9;1
"id_9817598471702";51;51171;1;2;626,75;1
"id_9811598471119";20;20052;1;1;667,6;1
"id_9811598471117";38;38174;1;2;686,85;1
"id_9814598471482";56;56213;1;3;805,75;1
"id_9814598471460";39;39117;1;14;611,45;1
"id_9812598471202";20;20061;1;3;645,2;1
"id_9813598471389";38;38173;1;3;720,15;1
"id_9813598471342";50;50927;1;3;723,5;1
"id_9810598471082";44;44013;1;1;884;1
"id_9810598471072";52;52070;1;8;611,15;1
"id_9816598471687";16;16105;1;1;679,5;1
"id_9848598474862";46;46302;1;0;0;2
"id_9849598474946";49;49008;1;1;760,15;1
"id_9847598474759";46;46107;1;2;463,2;1
"id_9847598474776";16;16110;1;1;611,6;1
"id_9841598474156";26;26029;1;0;0;2
"id_9841598474168";41;41212;1;20;678,8;1
"id_9842598474251";49;49105;1;1;609,5;1
"id_9842598474264";16;16060;1;3;884,4;1
"id_9840598474094";44;44018;1;5;662,2;1
"id_9840598474054";12;12044;1;2;766,2;1
"id_9840598474043";38;38327;1;1;686,1;1
"id_9846598474648";20;20076;1;1;703,8;1
"id_9846598474607";53;53306;1;5;666;1
"id_9846598474661";38;38003;1;4;696,2;1
"id_9828598472889";11;11522;1;13;676,55;1
"id_9828598472835";52;52588;1;12;579,8;1
"id_9829598472983";38;38175;1;2;770,55;1
"id_9829598472997";11;11024;1;2;700,5;1
"id_9829598472931";56;56224;1;2;612,15;1
"id_9829598472908";39;39132;1;2;656;1
"id_9825598472511";43;43030;1;6;661,6;1
"id_9825598472513";38;38326;1;1;728,8;1
"id_9827598472782";11;11524;1;3;791,3;1
"id_9821598472140";55;55080;1;14;567,6;1
"id_9821598472131";16;16108;1;1;756,75;1
"id_9821598472130";49;49106;1;0;0;2
"id_9824598472427";11;11090;1;2;807;1
"id_9822598472251";19;19044;1;3;699,3;1
"id_9820598472098";11;11090;1;1;779,2;1
"id_9826598472601";38;38009;1;3;698,1;1
"id_9839598473992";19;19048;1;1;700,8;1
"id_9837598473725";19;19068;1;1;657,95;1
"id_9837598473736";55;55065;1;1;707,7;1
"id_9831598473187";41;41080;1;1;541,8;1
"id_9804598470404";39;39410;1;5;655,5;1
"id_9803598470354";55;55023;1;1;605,9;1
"id_9800598470030";49;49222;4;3;423,2;11
"id_9806598470616";50;50202;1;1;511,3;1
"id_9806598470624";18;18203;1;1;599,5;1
"id_9806598470607";55;55004;1;1;616,2;1
"id_9868598476858";11;11084;1;3;691,9;1
"id_9869598476950";50;50201;1;1;765,95;1
"id_9869598476965";41;41107;1;1;847,6;1
"id_9865598476524";41;41067;1;13;458,3;1
"id_9867598476796";50;50521;1;1;565,9;1
"id_9867598476769";14;14016;1;1;678,9;1
"id_9861598476158";55;55004;1;1;634,4;1
"id_9861598476142";52;52176;1;1;589,4;1
"id_9864598476497";55;55010;1;2;556,1;1
"id_9860598476008";16;16101;1;2;814,1;1
"id_9866598476653";50;50937;1;1;568,9;1
"id_9866598476626";12;12060;1;1;823,75;1
"id_9888598278882";30;30060;1;1;738,2;1
"id_9888598278841";56;56108;1;5;560,9;1
"id_9888598278868";30;30085;1;1;773,3;1
"id_9888598278864";56;56608;1;3;572;1
"id_9889598278955";11;11020;1;4;706,6;1
"id_9889598278929";53;53303;1;2;640,7;1
"id_9889598278924";14;14016;1;1;640,85;1
"id_9889598278964";13;13063;1;5;603;1
"id_9887598278778";26;26007;1;1;570,2;1
"id_9887598278772";39;39105;1;2;724,05;1
"id_9884598278417";16;16055;1;2;750,3;1
"id_9884598278401";13;13058;1;1;816,8;1
"id_9882598278284";41;41076;1;6;536,7;1
"id_9883598278344";51;51175;4;1;573;11
"id_9883598278323";19;19044;1;3;539,7;1
"id_9886598278619";27;27051;1;2;555,9;1
"id_9886598278630";51;51254;1;4;738,5;1
"id_9898598279899";25;25064;1;1;851,3;1
"id_9899598279987";16;16034;1;3;745,2;1
"id_9895598279545";21;21053;1;9;625,9;1
"id_9895598279524";44;44019;1;1;955,4;1
"id_9897598279793";38;38080;1;12;642;1
"id_9897598279721";19;19085;1;1;975,65;1
"id_9897598279730";16;16042;1;8;734,6;1
"id_9897598279769";41;41032;1;1;660,7;1
"id_9891598279179";17;17833;1;1;684,9;1
"id_9894598279458";18;18092;1;1;912,35;1
"id_9894598279442";49;49111;1;5;559,9;9
"id_9892598279251";50;50108;1;1;617,9;1
"id_9892598279216";38;38009;1;2;661,2;1
"id_9892598279229";32;32162;1;1;691,7;1
"id_9893598279355";14;14003;1;1;734,15;1
"id_9890598279092";41;41102;1;1;676,5;1
"id_9896598279661";56;56619;1;2;553,6;1
"id_9859598275995";39;39104;1;10;832,45;1
"id_9859598275900";50;50527;1;2;656,15;1
"id_9851598275188";47;47201;1;1;758,7;1
"id_9851598275123";22;22052;1;3;696,3;1
"id_9851598275130";16;16054;1;1;826,6;1
"id_9854598275405";41;41060;1;1;717,3;1
"id_9854598275407";30;30026;1;1;919,2;1
"id_9852598275287";35;35007;1;2;674,75;1
"id_9853598275353";56;56110;1;7;683,2;1
"id_9853598275378";15;15300;1;3;810,7;1
"id_9853598275314";53;53102;1;1;678,3;1
"id_9850598275092";56;56127;1;1;639,7;1
"id_9850598275050";19;19049;1;1;843,55;1
"id_9850598275000";32;32051;1;1;588,6;1
"id_9856598275684";34;34018;1;1;654,9;1
"id_9856598275698";15;15462;1;1;811,1;1
"id_9856598275649";19;19048;1;2;723,25;1
"id_9856598275662";12;12005;1;1;853,8;1
"id_9878598277899";44;44037;1;1;722,05;1
"id_9878598277819";29;29029;1;2;793,4;1
"id_9879598277955";50;50816;1;2;578,6;1
"id_9879598277914";39;39133;1;13;588,05;1
"id_9879598277928";17;17086;1;1;688,9;1
"id_9879598277909";56;56608;1;3;680,85;1
"id_9875598277572";20;20050;1;2;548,1;1
"id_9877598277709";41;41026;1;2;625,2;1
"id_9871598277180";53;53203;1;3;535;1
"id_9871598277101";18;18046;1;1;658,3;1
"id_9871598277160";25;25024;1;4;557,3;1
"id_9874598277497";49;49109;1;4;732,2;1
"id_9874598277454";14;14005;1;1;753,05;1
"id_9874598277438";23;23077;1;12;840,95;1
"id_9874598277402";56;56624;1;2;650,1;1
"id_9873598277376";16;16036;1;2;708,45;1
"id_9870598277020";20;20050;1;3;576,8;1
"id_9876598277676";11;11063;1;1;723,1;1
"id_9818598271843";50;50930;1;1;579,9;1
"id_9818598271828";14;14001;1;1;616,7;1
"id_9819598271921";34;34062;1;1;699,9;1
"id_9819598271903";18;18093;1;1;737,4;1
"id_9815598271585";38;38006;1;7;627,4;1
"id_9815598271556";15;15311;1;1;912,8;1
"id_9815598271574";45;45008;1;0;0;2
"id_9817598271734";19;19024;1;7;569,6;1
"id_9811598271185";14;14038;1;1;744,8;1
"id_9811598271104";38;38166;1;3;614,5;1
"id_9814598271480";56;56527;1;1;419,9;1
"id_9814598271458";55;55024;1;2;641,15;1
"id_9814598271432";14;14002;1;1;821,7;1
"id_9812598271245";19;19049;1;1;779,6;1
"id_9816598271636";41;41162;1;1;755,55;1
"id_9848598274816";19;19012;1;1;689,9;1
"id_9848598274868";14;14097;1;1;690,4;1
"id_9849598274909";16;16007;1;3;841,25;1
"id_9847598274783";56;56119;1;5;573,6;1
"id_9847598274717";24;24085;1;2;731,85;1
"id_9841598274119";49;49327;1;1;612,15;1
"id_9841598274122";11;11524;1;1;885,6;1
"id_9844598274448";47;47201;1;1;730;1
"id_9842598274264";30;30095;1;1;867,6;1
"id_9843598274359";13;13058;1;1;754,4;1
"id_9843598274378";16;16105;1;2;695,75;1
"id_9843598274312";22;22055;1;3;642,1;1
"id_9843598274310";55;55054;1;3;618,1;1
"id_9840598274056";56;56518;1;6;683,8;1
"id_9840598274021";38;38163;1;3;716,1;1
"id_9840598274002";40;40051;1;2;649,35;1
"id_9846598274636";49;49006;1;1;771,6;1
"id_9846598274667";13;13101;1;1;597;9
"id_9828598272819";27;27050;1;5;650,9;1
"id_9829598272937";41;41091;1;1;638,6;1
"id_9829598272936";41;41168;1;7;683,2;1
"id_9825598272531";51;51142;1;13;533,9;1
"id_9827598272758";50;50502;1;1;620,3;1
"id_9821598272129";12;12014;1;1;908,9;1
"id_9821598272100";15;15462;1;2;671,1;1
"id_9824598272464";50;50919;1;19;849,25;1
"id_9822598272293";23;23056;1;1;791,75;1
"id_9822598272244";17;17821;1;1;658,4;1
"id_9822598272200";13;13089;1;3;595,35;1
"id_9823598272338";38;38326;1;1;583,5;1
"id_9820598272078";12;12061;1;1;841,75;1
"id_9838598273873";26;26025;1;1;679,95;1
"id_9839598273936";49;49204;1;2;904,05;1
"id_9839598273909";37;37065;1;2;648,9;1
"id_9839598273904";49;49108;1;3;589,5;1
"id_9835598273595";11;11055;1;2;853,15;1
"id_9835598273515";17;17834;1;3;609,5;1
"id_9835598273514";36;36016;1;4;648;1
"id_9835598273532";56;56619;1;8;676,8;1
"id_9835598273536";12;12021;1;1;881,25;1
"id_9837598273763";55;55114;1;1;546,2;1
"id_9831598273182";24;24017;1;1;713,9;1
"id_9831598273183";50;50128;1;1;626,7;1
"id_9831598273186";50;50133;1;2;702,1;1
"id_9831598273105";36;36053;1;2;644,4;1
"id_9832598273282";51;51240;1;2;772,2;1
"id_9832598273227";39;39112;1;3;670,9;1
"id_9832598273239";29;29049;1;2;623,95;1
"id_9833598273381";51;51174;1;4;490,9;1
"id_9833598273370";11;11068;1;1;786;1
"id_9833598273323";56;56224;1;2;657,5;1
"id_9830598273097";47;47461;1;2;638,7;1
"id_9830598273057";13;13041;1;1;775,55;1
"id_9830598273071";42;42002;1;1;802,7;1
"id_9830598273048";58;58149;1;2;769,5;1
"id_9836598273686";41;41026;1;1;584,3;1
"id_9808598270885";49;49332;1;1;688,1;1
"id_9808598270819";17;17005;1;7;754,7;1
"id_9808598270849";55;55046;1;1;614,3;1
"id_9808598270845";17;17821;1;1;763,65;1
"id_9808598270837";41;41201;1;1;569,2;1
"id_9809598270985";55;55013;1;1;620,1;1
"id_9809598270997";29;29072;1;4;628,7;1
"id_9805598270562";51;51254;1;3;683,5;1
"id_9807598270717";50;50833;1;2;618;1
"id_9807598270712";41;41044;1;2;651,85;1
"id_9807598270732";22;22073;1;1;718,6;1
"id_9807598270760";56;56618;1;2;616,9;1
"id_9801598270180";55;55112;1;3;540,1;1
"id_9804598270435";11;11045;1;4;844,5;1
"id_9804598270408";53;53310;1;4;881,15;1
"id_9800598270077";38;38326;1;0;0;9
"id_9800598270074";24;24046;1;2;645,55;1
"id_9806598270680";41;41130;1;1;550,45;1
"id_9806598270616";11;11001;1;1;779;1
"id_9869598276957";49;49321;1;1;777,1;1
"id_9865598276585";25;25033;1;2;763,2;1
"id_9865598276502";50;50102;1;3;596,1;1
"id_9861598276194";38;38171;1;2;751,75;1
"id_9861598276113";13;13059;1;1;771,2;1
"id_9861598276135";12;12058;1;1;949,4;1
"id_9864598276449";12;12030;1;1;834,7;1
"id_9864598276423";55;55001;1;8;516,9;1
"id_9862598276222";49;49220;4;5;566,65;11
"id_9862598276232";55;55067;1;5;816,7;1
"id_9863598276369";55;55117;1;4;614,1;1
"id_9860598276040";50;50131;1;1;627,7;1
"id_9860598276067";13;13032;1;2;708,35;1
"id_9866598276620";25;25043;1;1;661,4;1
"id_9866598276608";19;19075;1;3;535,6;1
"id_9866598276606";49;49301;1;1;672,15;1
"id_9888598378883";41;41210;1;1;774,5;1
"id_9888598378806";12;12057;1;1;828,15;1
"id_9889598378960";13;13030;1;1;670,1;1
"id_9884598378457";49;49202;1;3;650,4;1
"id_9882598378254";38;38015;1;1;730,15;1
"id_9882598378243";56;56418;1;1;806,8;1
"id_9883598378356";39;39102;1;1;656,8;1
"id_9886598378650";29;29086;1;1;759,8;1
"id_9898598379819";13;13006;1;3;576,55;1
"id_9898598379841";50;50929;1;1;764;1
"id_9899598379952";56;56124;1;1;700,85;1
"id_9895598379546";19;19012;1;6;586,15;1
"id_9897598379772";14;14094;1;1;661,1;1
"id_9897598379718";38;38166;1;1;646;1
"id_9891598379187";58;58041;1;2;593,8;1
"id_9891598379157";35;35052;1;4;631;1
"id_9891598379113";41;41006;1;1;660,35;1
"id_9894598379499";49;49104;1;2;631,6;1
"id_9892598379251";39;39125;1;2;671,65;1
"id_9892598379222";51;51186;1;1;541,5;1
"id_9893598379380";43;43005;1;2;737,1;1
"id_9893598379328";13;13032;1;4;585,9;1
"id_9890598379085";51;51152;1;1;552,05;1
"id_9890598379092";14;14064;1;2;731,8;1
"id_9890598379020";41;41102;1;2;710,8;1
"id_9890598379065";18;18068;1;1;740,6;1
"id_9896598379687";32;32162;1;1;705,6;1
"id_9896598379616";23;23025;1;1;693,8;1
"id_9896598379639";41;41060;1;1;749,5;1
"id_9896598379636";11;11070;1;2;691,7;1
