hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,distribution_channel,is_repeated_guest,previous_cancellations,adr
Resort Hotel,0,329,2016,September,39,21,4,10,2,0,0,PRT,TA/TO,0,0,70.85
Resort Hotel,1,164,2016,September,39,21,2,7,1,0,0,IRL,Direct,0,0,123.1
Resort Hotel,1,260,2016,September,39,21,2,8,1,0,0,PRT,TA/TO,0,0,85.5
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,70.5
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,70.5
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,70.5
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,0,397,2016,September,39,21,0,4,1,0,0,CN,TA/TO,0,0,60.25
Resort Hotel,1,397,2016,September,39,21,0,4,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,72.5
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,BEL,Corporate,0,0,92
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,BEL,Corporate,0,0,92
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,BEL,Corporate,0,0,92
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,BEL,Corporate,0,0,92
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,70.5
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,70.5
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,96,2016,September,39,21,0,4,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,BEL,Corporate,0,0,92
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,BEL,Corporate,0,0,92
Resort Hotel,0,397,2016,September,39,21,0,4,2,0,0,CN,TA/TO,0,0,70.5
Resort Hotel,0,397,2016,September,39,21,0,4,1,0,0,CN,TA/TO,0,0,62.25
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,385,2016,September,39,21,0,4,2,0,0,PRT,Direct,0,0,66
Resort Hotel,1,18,2016,September,39,22,0,1,2,0,0,DEU,TA/TO,0,0,134
Resort Hotel,1,232,2016,September,39,22,0,1,2,0,0,PRT,TA/TO,0,0,78
Resort Hotel,1,18,2016,September,39,22,0,1,2,0,0,DEU,TA/TO,0,0,119
Resort Hotel,1,14,2016,September,39,22,0,1,2,0,0,PRT,TA/TO,0,0,78
Resort Hotel,1,18,2016,September,39,22,0,2,2,0,0,DEU,TA/TO,0,0,134
Resort Hotel,1,22,2016,September,39,22,2,3,2,0,0,IRL,TA/TO,0,0,146.2
Resort Hotel,1,174,2016,September,39,22,2,4,2,0,0,FRA,TA/TO,0,0,125.67
Resort Hotel,1,191,2016,September,39,22,2,5,2,0,0,PRT,TA/TO,0,0,81
Resort Hotel,1,195,2016,September,39,22,2,5,2,0,0,PRT,TA/TO,0,0,51.85
Resort Hotel,1,191,2016,September,39,22,2,5,2,0,0,PRT,TA/TO,0,0,66.6
Resort Hotel,1,13,2016,September,39,22,2,5,2,0,0,PRT,TA/TO,0,0,90
Resort Hotel,1,42,2016,September,39,23,0,1,2,0,0,IRL,TA/TO,0,0,109
Resort Hotel,1,27,2016,September,39,23,0,1,2,0,0,GBR,TA/TO,0,0,159
Resort Hotel,1,27,2016,September,39,23,0,1,2,0,0,GBR,TA/TO,0,0,159
Resort Hotel,1,41,2016,September,39,23,0,1,1,0,0,IRL,TA/TO,0,0,139
Resort Hotel,1,63,2016,September,39,23,0,2,2,0,0,ESP,TA/TO,0,0,139
Resort Hotel,1,39,2016,September,39,23,0,2,2,0,0,ESP,TA/TO,0,0,139
Resort Hotel,1,38,2016,September,39,23,0,2,2,0,0,ESP,TA/TO,0,0,139
Resort Hotel,1,29,2016,September,39,23,1,2,2,0,0,PRT,TA/TO,0,0,142.53
Resort Hotel,1,31,2016,September,39,23,1,2,2,0,0,ESP,TA/TO,0,0,145.67
Resort Hotel,1,44,2016,September,39,23,2,2,3,0,0,PRT,TA/TO,0,0,124.55
Resort Hotel,1,36,2016,September,39,23,2,2,2,0,0,PRT,TA/TO,0,0,131.75
Resort Hotel,1,197,2016,September,39,23,1,2,2,0,0,ESP,Direct,0,0,92.1
Resort Hotel,1,44,2016,September,39,23,2,4,2,1,0,PRT,Direct,0,0,182.25
Resort Hotel,1,168,2016,September,39,23,2,5,2,0,0,IRL,TA/TO,0,0,111.14
Resort Hotel,0,338,2016,September,39,23,2,5,2,0,0,EST,TA/TO,0,0,85.6
Resort Hotel,1,177,2016,September,39,23,2,5,2,0,0,PRT,TA/TO,0,0,76
Resort Hotel,1,63,2016,September,39,23,2,5,2,2,0,PRT,TA/TO,0,0,212.86
Resort Hotel,1,155,2016,September,39,23,2,5,2,2,0,IRL,TA/TO,0,0,156.14
Resort Hotel,1,168,2016,September,39,23,2,5,2,0,0,IRL,TA/TO,0,0,111.14
Resort Hotel,1,73,2016,September,39,24,0,1,2,0,0,PRT,TA/TO,0,0,154
Resort Hotel,1,22,2016,September,39,24,1,1,2,0,0,ESP,TA/TO,0,0,119
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,2,2016,September,39,24,2,1,2,2,0,BEL,TA/TO,0,0,165
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,2,2016,September,39,24,2,1,2,2,0,BEL,TA/TO,0,0,165
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,176,2016,September,39,24,2,1,2,0,0,URY,TA/TO,0,0,122.33
Resort Hotel,1,289,2016,September,39,24,2,1,2,0,0,PRT,TA/TO,0,0,64
Resort Hotel,1,23,2016,September,39,24,2,2,2,0,0,ESP,TA/TO,0,0,156.25
Resort Hotel,1,56,2016,September,39,24,2,4,2,2,0,IRL,TA/TO,0,0,164.17
Resort Hotel,1,29,2016,September,40,25,1,0,2,0,0,MAR,TA/TO,0,0,89
Resort Hotel,1,49,2016,September,40,25,1,0,2,0,0,PRT,TA/TO,0,0,112
Resort Hotel,1,29,2016,September,40,25,1,0,2,0,0,MAR,TA/TO,0,0,89
Resort Hotel,1,19,2016,September,40,25,1,0,2,0,0,PRT,TA/TO,0,0,89
Resort Hotel,1,71,2016,September,40,25,2,1,1,0,0,FRA,TA/TO,0,0,90.33
Resort Hotel,1,70,2016,September,40,25,2,2,1,0,0,FRA,TA/TO,0,0,92.75
Resort Hotel,1,20,2016,September,40,25,2,2,2,0,0,PRT,Direct,0,0,162.1
Resort Hotel,1,140,2016,September,40,25,2,5,2,0,0,IRL,TA/TO,0,0,91.86
Resort Hotel,0,344,2016,September,40,25,4,10,1,0,0,DEU,TA/TO,0,0,46.75
Resort Hotel,0,344,2016,September,40,25,4,10,1,0,0,DEU,TA/TO,0,0,46.75
Resort Hotel,1,310,2016,September,40,25,4,10,2,0,0,PRT,TA/TO,0,0,76.5
Resort Hotel,1,20,2016,September,40,26,1,2,2,0,0,CN,TA/TO,0,0,124
Resort Hotel,1,14,2016,September,40,26,1,2,2,2,0,DEU,TA/TO,0,0,233
Resort Hotel,1,56,2016,September,40,26,1,3,1,2,0,IRL,TA/TO,0,0,169
Resort Hotel,1,53,2016,September,40,26,1,4,1,0,0,ESP,TA/TO,0,0,100
Resort Hotel,1,177,2016,September,40,26,1,4,2,0,1,PRT,TA/TO,0,0,99
Resort Hotel,1,44,2016,September,40,26,1,5,3,1,0,ESP,TA/TO,0,0,217
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,69.71
Resort Hotel,1,19,2016,September,40,26,2,5,1,0,0,PRT,Direct,0,0,0
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,87
Resort Hotel,1,347,2016,September,40,26,2,5,2,0,0,PRT,TA/TO,0,0,68
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,87
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,89
Resort Hotel,1,168,2016,September,40,26,3,5,2,0,0,IRL,Direct,0,0,108.26
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,1,339,2016,September,40,26,3,6,2,0,0,PRT,TA/TO,0,0,80
Resort Hotel,0,333,2016,September,40,26,3,7,2,0,0,GBR,TA/TO,0,0,79.42
Resort Hotel,0,354,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,86.4
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,70
Resort Hotel,1,137,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,104
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,89
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,87
Resort Hotel,0,542,2016,September,40,26,2,5,3,0,0,GBR,TA/TO,0,0,99
Resort Hotel,1,98,2016,September,40,26,2,5,1,0,0,GBR,TA/TO,0,0,119.71
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,GBR,TA/TO,0,0,68
Resort Hotel,1,143,2016,September,40,26,3,7,2,0,0,PRT,TA/TO,0,0,81
Resort Hotel,0,333,2016,September,40,26,3,7,2,0,0,GBR,TA/TO,0,0,74.62
Resort Hotel,0,542,2016,September,40,26,3,7,2,0,0,USA,TA/TO,0,0,22.4
Resort Hotel,1,168,2016,September,40,26,3,7,1,0,0,IRL,Direct,0,0,94.1
Resort Hotel,1,148,2016,September,40,26,3,9,2,2,0,DEU,TA/TO,0,0,189.5
Resort Hotel,1,36,2016,September,40,27,0,2,2,2,0,USA,TA/TO,0,0,169
Resort Hotel,1,129,2016,September,40,27,0,5,2,2,0,GBR,TA/TO,0,0,153
Resort Hotel,1,167,2016,September,40,27,2,5,1,0,0,GBR,TA/TO,0,0,99
Resort Hotel,1,173,2016,September,40,27,2,5,2,0,0,ITA,TA/TO,0,0,86.14
Resort Hotel,1,167,2016,September,40,27,2,5,1,0,0,GBR,TA/TO,0,0,99
Resort Hotel,1,173,2016,September,40,27,2,5,2,0,0,ITA,TA/TO,0,0,92.14
Resort Hotel,0,342,2016,September,40,27,4,10,2,0,0,GBR,TA/TO,0,0,110.36
Resort Hotel,0,342,2016,September,40,27,4,10,2,0,0,GBR,TA/TO,0,0,110.36
Resort Hotel,1,96,2016,September,40,28,0,3,2,0,0,PRT,TA/TO,0,0,124
Resort Hotel,1,98,2016,September,40,28,0,4,2,0,0,PRT,TA/TO,0,0,120.25
Resort Hotel,1,131,2016,September,40,28,0,4,2,0,0,DEU,TA/TO,0,0,91.5
Resort Hotel,1,63,2016,September,40,28,0,4,2,0,0,PRT,TA/TO,0,0,76
Resort Hotel,1,63,2016,September,40,28,0,4,2,0,0,PRT,TA/TO,0,0,76
Resort Hotel,1,63,2016,September,40,28,0,4,2,0,0,PRT,TA/TO,0,0,76
Resort Hotel,1,63,2016,September,40,28,0,4,2,0,0,PRT,TA/TO,0,0,76
Resort Hotel,1,229,2016,September,40,28,1,4,2,0,0,PRT,TA/TO,0,0,105.2
Resort Hotel,1,263,2016,September,40,28,4,10,2,0,1,PRT,TA/TO,0,0,71.04
Resort Hotel,1,127,2016,September,40,29,0,1,2,0,0,PRT,TA/TO,0,0,116.1
Resort Hotel,1,161,2016,September,40,29,0,3,2,0,0,CN,TA/TO,0,0,102.33
Resort Hotel,1,136,2016,September,40,29,0,3,2,0,0,IRL,TA/TO,0,0,89
Resort Hotel,1,94,2016,September,40,29,0,3,2,0,0,PRT,TA/TO,0,0,119
Resort Hotel,0,342,2016,September,40,29,2,4,1,0,0,IRL,TA/TO,0,0,36
Resort Hotel,1,69,2016,September,40,30,0,1,2,0,0,USA,TA/TO,0,0,139
Resort Hotel,1,14,2016,September,40,30,0,2,2,0,0,BRA,TA/TO,0,0,145
Resort Hotel,1,55,2016,September,40,30,0,2,2,2,0,PRT,TA/TO,0,0,154
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,20,2016,September,40,30,1,2,2,0,0,PRT,Direct,0,0,126.9
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,58,2016,September,40,30,1,2,1,0,0,DEU,TA/TO,0,0,112.33
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,231,2016,September,40,30,1,2,2,0,0,PRT,TA/TO,0,0,57.6
Resort Hotel,1,132,2016,September,40,30,2,2,1,0,0,GBR,TA/TO,0,0,67.5
Resort Hotel,1,48,2016,September,40,30,2,3,2,0,0,ESP,TA/TO,0,0,107
Resort Hotel,1,35,2016,September,40,30,2,3,1,0,0,CN,TA/TO,0,0,100.2
Resort Hotel,1,24,2016,September,40,30,2,3,2,0,0,IRL,TA/TO,0,0,101
Resort Hotel,1,174,2016,September,40,30,2,2,2,0,0,GBR,TA/TO,0,0,76.5
Resort Hotel,1,101,2016,September,40,30,2,4,2,0,0,GBR,TA/TO,0,0,116.5
Resort Hotel,1,184,2016,September,40,30,2,5,2,0,0,PRT,TA/TO,0,0,90
Resort Hotel,1,71,2016,September,40,30,2,7,2,0,0,DEU,TA/TO,0,0,92.89
Resort Hotel,1,71,2016,September,40,30,2,7,2,0,0,DEU,TA/TO,0,0,92.89
Resort Hotel,1,269,2016,September,40,30,4,10,2,0,0,PRT,TA/TO,0,0,64.64
Resort Hotel,1,65,2016,October,40,1,1,1,2,0,0,CN,TA/TO,0,0,99
Resort Hotel,1,24,2016,October,40,1,1,1,2,1,1,PRT,TA/TO,0,0,169
Resort Hotel,1,65,2016,October,40,1,2,1,2,0,0,GBR,TA/TO,0,0,99
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,207,2016,October,40,1,2,2,2,0,0,ESP,TA/TO,0,0,83
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,157,2016,October,40,1,2,2,2,0,0,PRT,TA/TO,0,0,52
Resort Hotel,1,48,2016,October,40,1,2,3,2,0,0,ESP,TA/TO,0,0,99
Resort Hotel,1,68,2016,October,40,1,2,3,2,0,0,PRT,TA/TO,0,0,89
Resort Hotel,1,319,2016,October,40,1,2,4,2,0,0,PRT,TA/TO,0,0,81
Resort Hotel,1,403,2016,October,40,1,6,15,2,0,0,PRT,TA/TO,0,0,52.2
Resort Hotel,1,403,2016,October,40,1,6,15,2,0,0,PRT,TA/TO,0,0,52.2
Resort Hotel,1,19,2016,October,41,2,2,1,2,0,0,NLD,TA/TO,0,0,129
Resort Hotel,1,243,2016,October,41,2,2,2,1,0,0,PRT,TA/TO,0,0,49
Resort Hotel,1,158,2016,October,41,2,2,2,2,0,0,PRT,TA/TO,0,0,46
Resort Hotel,1,166,2016,October,41,2,2,2,2,0,0,PRT,TA/TO,0,0,46
Resort Hotel,1,14,2016,October,41,2,2,3,1,2,0,CHE,TA/TO,0,0,167
Resort Hotel,1,258,2016,October,41,2,2,3,1,0,0,PRT,TA/TO,0,0,52.6
Resort Hotel,1,103,2016,October,41,3,1,2,2,2,0,FIN,TA/TO,0,0,169
Resort Hotel,1,67,2016,October,41,3,1,2,2,2,0,FIN,TA/TO,0,0,139
Resort Hotel,1,142,2016,October,41,3,1,3,2,0,0,PRT,TA/TO,0,0,53.13
Resort Hotel,1,186,2016,October,41,3,1,3,2,1,0,PRT,TA/TO,0,0,139.3
Resort Hotel,1,141,2016,October,41,3,1,4,2,0,0,AUT,TA/TO,0,0,79
Resort Hotel,1,160,2016,October,41,3,1,4,2,0,0,IRL,TA/TO,0,0,69
Resort Hotel,1,86,2016,October,41,3,1,5,2,0,0,FRA,TA/TO,0,0,109
Resort Hotel,1,113,2016,October,41,3,1,5,2,0,0,RUS,TA/TO,0,0,109
Resort Hotel,1,181,2016,October,41,3,1,5,2,0,0,PRT,TA/TO,0,0,79
Resort Hotel,1,235,2016,October,41,3,2,5,2,0,0,PRT,TA/TO,0,0,98
Resort Hotel,1,182,2016,October,41,3,2,5,2,0,0,PRT,TA/TO,0,0,79.8
Resort Hotel,1,55,2016,October,41,3,3,6,2,0,0,DEU,TA/TO,0,0,89
Resort Hotel,1,55,2016,October,41,3,3,6,1,0,0,DEU,TA/TO,0,0,89
Resort Hotel,0,341,2016,October,41,3,3,7,2,0,0,GBR,TA/TO,0,0,37.4
Resort Hotel,1,65,2016,October,41,4,0,1,2,0,0,ISR,TA/TO,0,0,79
Resort Hotel,1,65,2016,October,41,4,0,1,2,0,0,ISR,TA/TO,0,0,79
Resort Hotel,1,169,2016,October,41,4,0,5,2,0,0,ITA,TA/TO,0,0,81
Resort Hotel,1,149,2016,October,41,4,0,5,2,0,0,SWE,TA/TO,0,0,69
Resort Hotel,1,65,2016,October,41,4,0,5,1,0,0,PRT,TA/TO,0,0,70
Resort Hotel,1,65,2016,October,41,4,0,5,1,0,0,PRT,TA/TO,0,0,70
Resort Hotel,1,64,2016,October,41,4,0,5,2,0,0,PRT,TA/TO,0,0,79
Resort Hotel,1,13,2016,October,41,5,0,1,3,1,0,AUT,TA/TO,0,0,160
Resort Hotel,1,157,2016,October,41,5,0,3,2,0,0,PRT,TA/TO,0,0,101
Resort Hotel,1,29,2016,October,41,5,0,3,3,1,0,CHE,TA/TO,0,0,174
Resort Hotel,1,180,2016,October,41,5,0,4,2,0,0,PRT,TA/TO,0,0,79
Resort Hotel,1,59,2016,October,41,5,0,4,2,0,0,GBR,TA/TO,0,0,89
Resort Hotel,1,7,2016,October,41,5,1,4,2,0,0,PRT,Corporate,0,0,50
Resort Hotel,1,7,2016,October,41,5,1,4,2,0,0,PRT,Corporate,0,0,50
Resort Hotel,1,7,2016,October,41,5,1,4,2,0,0,PRT,Corporate,0,0,50
Resort Hotel,1,198,2016,October,41,5,2,5,2,0,0,PRT,TA/TO,0,0,65.37
Resort Hotel,1,198,2016,October,41,5,2,7,2,0,0,DEU,TA/TO,0,0,107.6
Resort Hotel,1,198,2016,October,41,5,2,7,2,0,0,DEU,TA/TO,0,0,62.56
Resort Hotel,1,261,2016,October,41,6,0,2,2,0,0,PRT,TA/TO,0,0,85
Resort Hotel,0,383,2016,October,41,6,0,2,1,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,2,2,0,0,GBR,TA/TO,0,0,54
Resort Hotel,1,59,2016,October,41,6,0,3,2,0,0,DEU,TA/TO,0,0,79
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,50
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,IRL,TA/TO,0,0,54
Resort Hotel,1,59,2016,October,41,6,0,3,2,0,0,DEU,TA/TO,0,0,79
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,3,0,0,GBR,TA/TO,0,0,66
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,42
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,52
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,54
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,42
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,48
Resort Hotel,1,59,2016,October,41,6,0,3,2,0,0,DEU,TA/TO,0,0,79
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,PRT,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,50
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,44
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,54
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,IRL,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,ROU,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,0,383,2016,October,41,6,0,3,2,0,0,GBR,TA/TO,0,0,54
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,GBR,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,67,2016,October,41,6,1,3,2,2,0,GBR,TA/TO,0,0,139
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
Resort Hotel,1,383,2016,October,41,6,1,3,2,0,0,PRT,TA/TO,0,0,48
